RecordNo,endtime,qweek,i1_health,i2_health,i7a_health,i5a_health,i6_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i7b_health,weight,gender,age,region,household_size,household_children,employment_status,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
672,11/04/2020 05:01,week 1,3,0,1, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Frequently,Frequently,Always,Always, , ,Always,Frequently,Frequently,Always,Always,Frequently,Frequently,Sometimes,Always,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.964602679,Female,18,Northeastern Region,4,0,Full time student, , , , , 
673,11/04/2020 05:03,week 1,1,4,3, , , ,Yes,Somewhat easy,Somewhat willing,Always,Frequently,Frequently,Always,Always,Always,Frequently,Frequently, , ,Frequently,Always,Always,Always,Always,Always,Sometimes,Sometimes,Frequently,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.208776258,Female,20,Central Region,4,0,Full time student, , , , , 
674,11/04/2020 05:04,week 1,0,0,1, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Frequently,Always,Rarely,Always,Always,Frequently,Always,Always,Always,Frequently,Not at all,Sometimes,Always,Always,20,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I have not received my results from the test yet","Yes, and they have not received their results from the test yet",No,No,No,No,No,Yes, ,0.965506944,Male,39,Northeastern Region,5,2,Full time employment, , , , , 
675,11/04/2020 05:05,week 1,5,5,0, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,91,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No, , ,No,No,No,No,No,Yes, ,1.294064351,Male,21,Central Region,5,0,Full time employment, , , , , 
676,11/04/2020 05:05,week 1,1,0,1, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Frequently,Always,Frequently,Frequently,Frequently,Frequently,Always,Frequently, ,Frequently,Always,Always,Always,Frequently,Sometimes,Sometimes,Always,Sometimes,Frequently,2,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.965506944,Male,39,Northeastern Region,2,0,Full time employment, , , , , 
677,11/04/2020 05:07,week 1,0,0,0, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Frequently, ,Always,Frequently,Always,Always,Always,Always,Frequently,Sometimes,Frequently,Sometimes,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.902826147,Female,23,Southern Region,5,1,Unemployed, , , , , 
678,11/04/2020 05:09,week 1,2,0,3, , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Always,Frequently,Always,Always,Always,Sometimes,Sometimes,Always,Always, ,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always,Always,3,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.020068275,Male,23,Southern Region,4,Prefer not to say,Part time employment, , , , , 
679,11/04/2020 05:12,week 1,0,4,1, , , ,No,Somewhat easy,Very willing,Always,Always,Always,Always,Sometimes,Always,Frequently,Always,Always,Always,Always,Frequently,Always,Always,Always,Frequently,Always,Rarely,Always,Always,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.227847063,Male,44,Central Region,5,1,Full time employment, , , , , 
680,11/04/2020 05:13,week 1,8,1,1, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Sometimes,Always,Frequently,Always,Frequently,Frequently,Always,Always,Frequently,Sometimes,Rarely,Frequently,Frequently,Always,3,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","Yes, and they have not received their results from the test yet",No,No,No,No,No,Yes, ,0.991007135,Female,30,Southern Region,8 or more,2,Part time employment, , , , , 
681,11/04/2020 05:14,week 1,3,8,1, , , ,Yes,Very easy,Very willing,Always,Always,Frequently,Always,Always,Rarely,Not at all,Not at all,Not at all, ,Always,Frequently,Sometimes,Rarely,Frequently,Sometimes,Always,Sometimes,Sometimes,Frequently,10,No,No,No,No,No,No,No,No,No,No,Yes,No,No,??????,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.027641559,Male,27,Northeastern Region,4,0,Full time employment, , , , , 
682,11/04/2020 05:14,week 1,2,0,5, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I have not received my results from the test yet","No, they have not",No,No,No,No,No,Yes, ,0.950510781,Female,19,Northeastern Region,4,1,Unemployed, , , , , 
683,11/04/2020 05:15,week 1,1,3,5, , , ,No,Very easy,Neither willing nor unwilling,Always,Frequently,Always,Always,Always,Sometimes,Frequently,Not at all, , ,Frequently,Sometimes,Always,Always,Always,Frequently,Always,Frequently,Always,Always,9, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.902826147,Female,22,Southern Region,5,0,Full time student, , , , , 
684,11/04/2020 05:16,week 1,1,0,1, , , ,Yes,Very easy,Very willing,Always,Frequently,Frequently,Always,Always,Sometimes,Rarely,Always,Frequently,Not at all,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.965506944,Male,36,Northeastern Region,5,1,Full time employment, , , , , 
685,11/04/2020 05:17,week 1,2,1,2, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Rarely,Sometimes,Frequently,Always,Rarely,Frequently,Always,Always,Always,Always,Always,Always,Frequently,Always,6,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.878607599,Female,19,Northern Region,3,2,Full time employment, , , , , 
686,11/04/2020 05:20,week 1,4,4,2, , , ,No,Somewhat difficult,Very willing,Always,Always,Always,Always,Always,Always,Frequently,Always, , ,Frequently,Frequently,Always,Always,Frequently,Frequently,Always,Always,Frequently,Frequently,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.941025803,Female,22,Northern Region,6,0,Full time student, , , , , 
687,11/04/2020 05:22,week 1,3,0,1, , , ,Yes,Very easy,Very willing,Always,Always,Frequently,Always,Always,Frequently,Always,Always,Always,Always,Frequently,Sometimes,Always,Always,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Frequently,5,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.974143918,Female,29,Northeastern Region,2,2,Full time employment, , , , , 
688,11/04/2020 05:29,week 1,6,6,2, , , ,Yes,Somewhat easy,Somewhat willing,Always,Frequently,Frequently,Frequently,Always,Frequently,Always,Always,Frequently, ,Frequently,Frequently,Frequently,Always,Always,Frequently,Always,Frequently,Frequently,Frequently,3,No,No,No,No,No,No,No,No,No,No,Yes,No,No,?????????,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.944891495,Female,37,Southern Region,6,0,Full time employment, , , , , 
689,11/04/2020 05:29,week 1,4,0,0, , , ,Yes,Neither easy nor difficult,Very willing,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Always,Always,Frequently,Always,Sometimes,Sometimes,Frequently,Always,Always,Sometimes,Frequently,Sometimes,Sometimes,Frequently,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.840094542,Female,23,Southern Region,5,1,Full time employment, , , , , 
690,11/04/2020 05:29,week 1,6,6,6, , , ,Yes,Very easy,Somewhat willing,Rarely,Always,Always,Always,Always,Frequently,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,"Yes, and I tested positive","Yes, and they tested positive", , , , , , , ,0.915243948,Female,42,Northeastern Region,5,2,Full time employment, , , , , 
691,11/04/2020 05:29,week 1,0,0,0, , , ,Yes,Very difficult,Very willing,Always,Always,Always,Always,Always,Always,Not at all,Always, , ,Not at all,Sometimes,Sometimes,Not at all,Always,Not at all,Sometimes,Frequently,Always,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.902826147,Female,21,Southern Region,5,0,Full time student, , , , , 
692,11/04/2020 05:32,week 1,4,0,5, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Frequently,Frequently,Always,Always, ,Always,Always,Not at all,Always,Always,Always,Rarely,Always,Not at all,Always,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.997781191,Female,19,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),4,1,Full time student, , , , , 
693,11/04/2020 05:33,week 1,4,1,2, , , ,Yes,Very easy,Somewhat willing,Frequently,Always,Frequently,Always,Frequently,Sometimes,Always,Frequently, , ,Sometimes,Frequently,Frequently,Sometimes,Frequently,Always,Not at all,Always,Sometimes,Frequently,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.960760483,Female,35,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),4,0,Unemployed, , , , , 
694,11/04/2020 05:33,week 1,6,0,0,No,Always,No,Yes,Very easy,Very willing,Always,Always,Always,Frequently,Always,Frequently,Always,Frequently, ,Always,Not at all,Frequently,Frequently,Always,Always,Frequently,Not at all,Sometimes,Sometimes,Sometimes,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,0.992704677,Male,19,Northern Region,6,1,Full time student, , , , , 
695,11/04/2020 05:35,week 1,2,10,2, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Not at all,Always,Always,Not at all, ,Always,Always,Always,Always,Always,Sometimes,Not at all,Sometimes,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.246050639,Male,44,Central Region,3,0,Full time employment, , , , , 
696,11/04/2020 05:36,week 1,2,10,2, , , ,Yes,Somewhat easy,Very willing,Always,Frequently,Frequently,Always,Frequently,Frequently,Frequently,Sometimes,Frequently,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,10,No,No,No,No,No,No,No,No,No,No,Yes,No,No,???????????,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.069802043,Male,42,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),3,1,Full time employment, , , , , 
697,11/04/2020 05:38,week 1,3,5,1, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"Yes, and I tested negative","No, they have not",No,No,No,No,No,Yes, ,0.981300729,Female,22,Southern Region,5,1,Full time employment, , , , , 
698,11/04/2020 05:40,week 1,2,3,1,No,Frequently,No,Not sure,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Sometimes,Always,Frequently,Always,Always,Always,Frequently,Sometimes,Always,Frequently,Sometimes,Always,Always,Always,Always,Always,Always,Frequently,3,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Yes, and I tested positive","Yes, and they tested negative",No,Yes,No,No,No,No,No,0.975004338,Female,42,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),6,1,Full time employment, , , , , 
699,11/04/2020 05:40,week 1,1,3,2, , , ,Yes,Somewhat easy,Very willing,Always,Always,Frequently,Always,Always,Frequently,Frequently,Frequently,Sometimes, ,Frequently,Always,Frequently,Always,Always,Sometimes,Frequently,Sometimes,Frequently,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.853348673,Male,43,Southern Region,3,0,Full time employment, , , , , 
700,11/04/2020 05:42,week 1,0,0,0, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Always,Frequently,Frequently,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.076475055,Female,41,Central Region,3,0,Unemployed, , , , , 
701,11/04/2020 05:43,week 1,2,2,2, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Sometimes,Always, ,Always,Always,Sometimes,Rarely,Sometimes,Always,Always,Always,Sometimes,Always,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.887463439,Female,19,Northeastern Region,5,2,Full time student, , , , , 
702,11/04/2020 05:43,week 1,4,0,0, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Frequently,Always,Always,Frequently,Always,Not at all,Not at all,Always,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.852766719,Female,41,Southern Region,5,2,Full time employment, , , , , 
703,11/04/2020 05:44,week 1,1,1,1, , , ,Yes,Somewhat easy,Somewhat willing,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Rarely,Frequently, ,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Frequently,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.82579929,Female,18,Northeastern Region,5,2,Full time student, , , , , 
704,11/04/2020 05:44,week 1,1,0,0, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Frequently,Always,Always,Always,Rarely,Not at all,Rarely, , ,Always,Always,Always,Always,Not at all,Rarely,Not at all,Sometimes,Frequently,Rarely,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.960760483,Female,44,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),2,0,Other, , , , , 
705,11/04/2020 05:44,week 1,4,3,1, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Always,3,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.860982331,Female,33,Southern Region,4,1,Part time employment, , , , , 
706,11/04/2020 05:45,week 1,3,10,2, , , ,Yes,Neither easy nor difficult,Very willing,Frequently,Sometimes,Frequently,Always,Always,Sometimes,Frequently,Always, , ,Frequently,Frequently,Always,Always,Frequently,Sometimes,Always,Not at all,Frequently,Frequently,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.008048858,Male,27,Northeastern Region,5,0,Full time student, , , , , 
707,11/04/2020 05:46,week 1,0,4,2, , , ,No,Somewhat easy,Somewhat willing,Always,Always,Always,Always,Always,Frequently,Always,Always,Frequently, ,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,5,No,No,No,No,No,No,No,No,No,No,Yes,No,No,????,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.982220648,Male,36,Southern Region,1,0,Full time employment, , , , , 
708,11/04/2020 05:47,week 1,4,4,6, , , ,Yes,Somewhat easy,Somewhat willing,Frequently,Frequently,Sometimes,Frequently,Always,Rarely,Rarely,Always,Sometimes, ,Rarely,Always,Always,Always,Always,Sometimes,Always,Frequently,Sometimes,Frequently,1,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.227847063,Male,44,Central Region,6,0,Full time employment, , , , , 
709,11/04/2020 05:47,week 1,1,5,0, , , ,Yes,Very easy,Very willing,Always,Frequently,Always,Always,Always,Frequently,Always,Always,Frequently, ,Always,Frequently,Frequently,Frequently,Always,Frequently,Not at all,Always,Always,Always,50,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.964423109,Female,27,Northern Region,4,0,Full time employment, , , , , 
710,11/04/2020 05:48,week 1,3,0,1, , , ,Yes,Somewhat easy,Very willing,Always,Frequently,Frequently,Frequently,Always,Frequently,Always,Always,Not at all,Always,Frequently,Sometimes,Sometimes,Sometimes,Always,Frequently,Not at all,Not at all,Rarely,Always,5,No,No,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.982220648,Male,39,Southern Region,6,2,Full time employment, , , , , 
711,11/04/2020 05:48,week 1,3,0,3, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Sometimes,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Sometimes,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.965506944,Male,44,Northeastern Region,4,1,Other, , , , , 
712,11/04/2020 05:51,week 1,2,2,2, , , ,No,Somewhat easy,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,2,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.060930008,Male,34,Southern Region,4,0,Full time employment, , , , , 
713,11/04/2020 05:51,week 1,4,10,1,No,Not at all,No,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,9, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,0.950510781,Female,18,Northeastern Region,4,1,Full time student, , , , , 
714,11/04/2020 05:53,week 1,3,7,1, , , ,Yes,Somewhat difficult,Somewhat willing,Always,Frequently,Frequently,Always,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Sometimes,Always,Always,Frequently,Always,Not at all,Sometimes,Always,7,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.042876967,Male,28,Northeastern Region,3,1,Full time employment, , , , , 
715,11/04/2020 05:53,week 1,1,10,2, , , ,Yes,Somewhat difficult,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Frequently,Always,Frequently,Always,5,No,Yes,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.017975589,Female,31,Northern Region,2,0,Full time employment, , , , , 
