RecordNo,endtime,region,qweek,i1_health,i2_health,i7a_health,i5a_health,i6_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i7b_health,weight,gender,age,household_size,household_children,employment_status_1,employment_status_2,employment_status_3,employment_status_4,employment_status_5,employment_status_6,employment_status_7,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
2749,14/05/2020 10:16,Southeast,week 3,3,5,1, , , ,Yes,Somewhat easy,Very willing,Always,Frequently,Frequently,Always,Always,Sometimes,Frequently,Frequently, ,Not at all,Sometimes,Sometimes,Frequently,Always,Frequently,Sometimes,Always,Sometimes,Frequently,Frequently,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.003602323,Female,21,4,1,No,No,Yes,No,No,No,No,7,Several days,Several days,Several days,Not at all
2750,14/05/2020 10:16,Southeast,week 3,2,1,2, , , ,Yes,Very easy,Very willing,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Always,Always,Frequently,Frequently,Always,7,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.982348523,Male,25,1,1,Yes,No,No,No,No,No,No,5,More than half the days,More than half the days,More than half the days,Several days
2751,14/05/2020 10:17,Red River Delta,week 3,1,2,3, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Not at all,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,9,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.982348523,Male,30,3,1,Yes,No,No,No,No,No,No,7,Not at all,Not at all,Not at all,Not at all
2752,14/05/2020 10:18,Northern Midlands and Mountains,week 3,6,20,1, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,6,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes, ,"Yes, and they tested negative", , , , , , , ,0.998034235,Female,35,7,4,Yes,No,No,No,No,No,No,6,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
2753,14/05/2020 10:21,Red River Delta,week 3,2,0,0, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Frequently,Frequently, ,Frequently,Frequently,Always,Always,Always,Frequently,Not at all,Not at all,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.002018568,Female,28,3,0,Yes,No,No,No,No,No,No,7,Several days,Several days,Not at all,Not at all
2754,14/05/2020 10:26,Red River Delta,week 3,20,20,2, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Frequently,Always,Always, ,Rarely,Always,Always,Always,Always,Always,Always,Always,Always,Always,5,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested positive","Yes, and they tested positive",No,No,No,No,No,Yes, ,0.983901189,Male,21,3,0,No,Yes,No,No,No,No,No,8,Not at all,Not at all,Not at all,Not at all
2755,14/05/2020 10:27,Southeast,week 3,4,8,5, , , ,Yes,Somewhat easy,Somewhat willing,Frequently,Always,Always,Frequently,Always,Frequently,Frequently,Frequently,Frequently,Sometimes,Sometimes,Frequently,Always,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Frequently,6,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.982348523,Male,28,4,1,Yes,No,No,No,No,No,No,8,Nearly every day,More than half the days,More than half the days,Nearly every day
2756,14/05/2020 10:30,North and South Central Coast,week 3,6,12,2, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes, ,Frequently,Frequently,Frequently,Always,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Frequently,12,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.982348523,Male,34,7,Prefer not to say,Yes,No,No,No,No,No,No,4,Several days,Several days,More than half the days,More than half the days
2757,14/05/2020 10:31,Mekong River Delta,week 3,6,200,2, , , ,Yes,Somewhat difficult,Very willing,Always,Always,Frequently,Always,Always,Sometimes,Frequently,Sometimes, ,Frequently,Rarely,Frequently,Always,Always,Frequently,Sometimes,Rarely,Rarely,Always,Frequently,9, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.982348523,Male,29,5,1,No,No,No,No,Yes,No,No,4,Several days,Nearly every day,Nearly every day,Nearly every day
2758,14/05/2020 10:31,Southeast,week 3,5,50,1, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Frequently,Frequently,Frequently,Always,Frequently, ,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,Rarely,Not at all,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.982348523,Male,30,5,0,Yes,No,No,No,No,No,No,8,Several days,Not at all,Several days,Not at all
2759,14/05/2020 10:31,Red River Delta,week 3,6,3,10, , , ,Yes,Very easy,Very willing,Frequently,Always,Sometimes,Always,Frequently,Frequently,Always,Always, , ,Always,Always,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Always,Frequently,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.003602323,Female,20,4,0,No,No,Yes,No,No,No,No,4,More than half the days,Several days,Several days,Several days
2760,14/05/2020 10:31,Red River Delta,week 3,2,20,2, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Frequently,Sometimes,Frequently,Frequently,Sometimes,Frequently,Sometimes,Frequently,Frequently,Sometimes,Always,Sometimes,Sometimes,Frequently,Always,Sometimes,3,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.002018568,Female,27,3,1,Yes,No,No,No,No,No,No,4,More than half the days,More than half the days,Several days,Several days
2761,14/05/2020 10:33,North and South Central Coast,week 3,1,4,1, , , ,No,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Frequently,Frequently,Always,Frequently, ,Frequently,Frequently,Always,Rarely,Always,Frequently,Sometimes,Sometimes,Frequently,Always,10,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.982348523,Male,27,3,0,Yes,No,No,No,No,No,No,7,Several days,Several days,Several days,Several days
2762,14/05/2020 10:40,Red River Delta,week 3,4,200,3, , , ,No,Somewhat easy,Very willing,Always,Always,Frequently,Always,Always,Frequently,Always,Always,Frequently,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Always,Sometimes,Frequently,Frequently,3,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.002018568,Female,26,5,1,Yes,No,No,No,No,No,No,7,More than half the days,Several days,Several days,Not at all
2763,14/05/2020 10:40,Southeast,week 3,4,5,1, , , ,No,Very easy,Very willing,Sometimes,Frequently,Always,Always,Frequently,Always,Sometimes,Always,Frequently,Frequently,Always,Always,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Always,Frequently,Frequently,3,No,Yes,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, ,1.002018568,Female,25,5,1,Yes,No,No,No,No,No,No,7,Several days,Several days,Several days,Several days
2764,14/05/2020 10:41,Southeast,week 3,10,15,20, , , ,Yes,Very easy,Very willing,Frequently,Always,Frequently,Frequently,Frequently,Frequently,Always,Always,Always,Frequently,Frequently,Frequently,Always,Always,Frequently,Sometimes,Frequently,Rarely,Frequently,Always,25,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Yes, and I have not received my results from the test yet","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.998034235,Female,38,6,2,Yes,No,No,No,No,No,No,7,Not at all,Several days,Several days,More than half the days
2765,14/05/2020 10:43,Southeast,week 3,6,2,1, , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Always,Frequently,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.983901189,Male,21,5,1,No,Yes,No,No,No,No,No,5,Nearly every day,Nearly every day,Nearly every day,Nearly every day
2766,14/05/2020 10:46,Red River Delta,week 3,3,100,10, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,20,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.978442405,Male,42,4,2,Yes,No,No,No,No,No,No,10,Not at all,Not at all,Not at all,Not at all
2767,14/05/2020 10:46,North and South Central Coast,week 3,5,50,2, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Frequently,Always,Frequently,Not at all,Always,Always,Always,Always,Always,Sometimes,Always,Not at all,Always,Always,20,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, ,1.003602323,Female,23,5,1,Yes,No,No,No,No,No,No,7,Several days,Several days,Several days,Several days
2768,14/05/2020 10:47,Red River Delta,week 3,4,10,3, , , ,Yes,Somewhat easy,Very willing,Frequently,Always,Frequently,Frequently,Always,Frequently,Frequently,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Frequently,Frequently,Frequently,Frequently,3,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.983901189,Male,24,4,1,Yes,No,No,No,No,No,No,7,Not at all,Several days,Not at all,Not at all
2769,14/05/2020 10:53,Southeast,week 3,2,2,1, , , ,No,Not sure,Neither willing nor unwilling,Always,Always,Always,Always,Always,Frequently,Sometimes,Sometimes, , ,Always,Always,Always,Always,Sometimes,Sometimes,Always,Always,Always,Frequently,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.003602323,Female,21,8 or more,0,No,No,Yes,No,No,No,No,5,Prefer not to say,More than half the days,Several days,Nearly every day
2770,14/05/2020 10:56,North and South Central Coast,week 3,2,10,2, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Sometimes, ,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Sometimes,Frequently,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.003602323,Female,20,5,2,No,No,Yes,No,No,No,No,7,More than half the days,More than half the days,Several days,Several days
2771,14/05/2020 10:57,Southeast,week 3,3,0,2, , , ,No,Very easy,Very willing,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Always,Always,4,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.978442405,Male,44,4,2,No,Yes,No,No,No,No,No,1,Not at all,Not at all,Not at all,Nearly every day
2772,14/05/2020 10:58,Red River Delta,week 3,4,20,2, , , ,No,Very easy,Very willing,Always,Always,Frequently,Always,Not at all,Rarely,Always,Always,Not at all, ,Always,Frequently,Always,Always,Always,Sometimes,Always,Always,Not at all,Rarely,3,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.983901189,Male,23,3,0,Yes,No,No,No,No,No,No,7,Several days,More than half the days,Several days,More than half the days
2773,14/05/2020 11:02,Red River Delta,week 3,0,10,4, , , ,Not sure,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Frequently,Sometimes,Sometimes, ,Not at all,Frequently,Sometimes,Frequently,Frequently,Frequently,Frequently,Sometimes,Rarely,Always,Frequently,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","No, they have not",No,No,No,No,No,Yes, ,1.003602323,Female,22,6,2,No,No,Yes,No,No,No,No,7,Several days,Not at all,Several days,Not at all
2774,14/05/2020 11:02,Red River Delta,week 3,1,2,1, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Frequently,Frequently,Sometimes,Always,Frequently,Always,Always,Always,Always,Frequently,Always,Frequently,Always,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.982348523,Male,26,2,1,Yes,No,No,No,No,No,No,6,Several days,Several days,Several days,Several days
2775,14/05/2020 11:03,Red River Delta,week 3,4,12,2, , , ,No,Somewhat easy,Somewhat willing,Always,Always,Frequently,Frequently,Frequently,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Frequently,Rarely,Frequently,Frequently,4,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.003602323,Female,23,5,1,Yes,No,No,No,No,No,No,7,More than half the days,Not at all,Several days,Not at all
2776,14/05/2020 11:06,Southeast,week 3,11,12,15, , , ,Yes,Very easy,Very willing,Frequently,Frequently,Always,Frequently,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Sometimes,Frequently,Frequently,Always,Frequently,Sometimes,Frequently,Rarely,Frequently,Frequently,18,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"Yes, and I tested negative","Yes, and they have not received their results from the test yet",No,No,No,No,No,Yes, ,0.998034235,Female,40,4,2,Yes,No,No,No,No,No,No,8,Not at all,Not at all,Several days,Several days
2777,14/05/2020 11:10,Northern Midlands and Mountains,week 3,4,30,5,No,Sometimes,No,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Always,Always,Sometimes,Always,Frequently,Always,Sometimes,2,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",Yes,No,No,No,No,No,Yes,1.003602323,Female,19,5,2,No,Yes,Yes,No,No,No,No,4,Nearly every day,Several days,Several days,Nearly every day
2778,14/05/2020 11:11,Central Highlands,week 3,1,2,3, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.106610764,Male,60,2,0,No,Yes,No,No,No,No,No,5,More than half the days,Not at all,Several days,Several days
2779,14/05/2020 11:11,Northern Midlands and Mountains,week 3,2,0,0, , , ,No,Somewhat easy,Very willing,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes, , ,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,0, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not",Not sure,No,No,No,No,No,Yes, ,0.983901189,Male,19,1,0,No,No,Yes,No,No,No,Yes,10,Not at all,Not at all,Not at all,Not at all
2780,16/05/2020 00:20,Red River Delta,week 3,6,11,1, , , ,Yes,Very easy,Very willing,Always,Always,Always,Frequently,Always,Always,Frequently,Always,Always,Sometimes,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,Rarely,Rarely,Frequently,Always,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.003602323,Female,19,4,1,No,Yes,Yes,No,No,No,No,7,Not at all,Not at all,Not at all,More than half the days
2781,15/05/2020 09:29,Red River Delta,week 3,5,15,2, , , ,Yes,Very easy,Very willing,Frequently,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Sometimes,1,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.002018568,Female,25,6,1,Yes,No,No,No,No,No,No,4,Several days,Several days,Not at all,Not at all
2782,14/05/2020 11:13,Red River Delta,week 3,3,17,5, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Rarely,Sometimes,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.003602323,Female,20,3,1,No,No,Yes,No,No,No,No,5,Not at all,Not at all,Not at all,Not at all
2783,14/05/2020 11:15,Red River Delta,week 3,5,0,1, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes, , , , , , , , , ,1.002018568,Female,33,5,0,No,No,No,No,Yes,No,No,10,Not at all,Not at all,Not at all,Not at all
2784,14/05/2020 11:19,Southeast,week 3,2,20,2, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Frequently,Frequently,Rarely,Sometimes,Frequently,Sometimes,Always,Always,Always,Frequently,Frequently,Always,Frequently,Always,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.002018568,Female,33,3,1,Yes,No,No,No,No,No,No,5,Several days,Nearly every day,Several days,Several days
2785,14/05/2020 11:20,North and South Central Coast,week 3,3,20,5,No,Always,No,Yes,Somewhat easy,Very willing,Always,Always,Always,Frequently,Frequently,Frequently,Frequently,Not at all, ,Always,Frequently,Sometimes,Frequently,Frequently,Always,Frequently,Not at all,Not at all,Rarely,Sometimes,100, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","Yes, and they tested negative",Yes,Yes,No,No,Yes,No,No,0.983901189,Male,20,3,1,No,No,Yes,No,No,No,No,4,More than half the days,Several days,Several days,Several days
2786,14/05/2020 11:20,Southeast,week 3,10,8,1, , , ,Yes,Somewhat easy,Somewhat willing,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes, ,Frequently,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Sometimes,3,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.002018568,Female,33,6,0,Yes,No,No,No,No,No,No,7,Several days,Several days,Several days,Several days
2787,14/05/2020 11:20,Red River Delta,week 3,5,5,1, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Sometimes,Frequently,Always,Sometimes,Always,Sometimes,Frequently,Always,Always,Always,Sometimes,Not at all,Rarely,Always,Sometimes,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No, ,"Yes, and they tested negative",No,No,No,No,No,Yes, ,1.010194793,Male,52,5,1,Yes,No,No,No,No,No,No,6,Nearly every day,Not at all,Prefer not to say,Prefer not to say
