caseid,endtime,qweek,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i5a_health,i6_health,i7b_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,House_rooms,sw_1_1,sw_1_2,sw_1_3,sw_1_4,sw_1_5,sw_1_6,sw_1_7,sw_1_8,sw_1_9,sw_1_10,sw_1_11,sw_1_12,sw_1_13,sw_1_14,sw_1_15,sw_1_98,sw_1_other,sw_2,i1_health,i2_health,i7a_health,weight,gender,age,region,household_size,household_children,employment_status_1,employment_status_2,employment_status_3,employment_status_4,employment_status_5,employment_status_6,employment_status_7,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
4834,02/05/2020 11:42,week 5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Very difficult,Somewhat unwilling,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently, ,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,5,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Three,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,__NA__,Yes,1,1,3,0.938921806,Male,33,"Skåne, Halland och Blekinge",1,1,No,Yes,No,No,No,No,No,6, ,More than half the days,More than half the days,Not at all
4835,02/05/2020 12:05,week 5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Frequently,Frequently,Always,Always,Not at all,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Frequently,Always,20, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Four,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,Yes,0,0,6,1.013310459,Female,57,Norra Sverige,1,1,No,No,No,Yes,No,No,No,7,Not at all,Not at all,Several days, 
4836,02/05/2020 12:09,week 5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Neither easy nor difficult,Neither willing nor unwilling,Not at all,Always,Always,Always,Always,Sometimes,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Frequently,Always,Rarely,Sometimes,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Seven,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,Yes,2,0,0,0.962591117,Male,26,"Skåne, Halland och Blekinge",6,1,No,No,Yes,No,No,No,No,5,More than half the days,Not at all,Not at all,Not at all
4837,02/05/2020 12:06,week 5,"Yes, and I have not received my results from the test yet","No, they have not",Yes,No,No,No,No,No,No,Sometimes,No,No,No,Neither easy nor difficult,Neither willing nor unwilling,Not at all,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes, ,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Four,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,2,5,8,1.079272366,Male,18,Södra mellersta Sverige,5,5 or more,No,No,Yes,No,No,No,No,10,More than half the days,More than half the days,More than half the days,More than half the days
4838,02/05/2020 12:23,week 5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Very willing,Not at all,Always,Always,Always,Always,Sometimes,Always,Always,Not at all, ,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Rarely,Rarely,Frequently,Always,15,No,No,No,No,No,No,No,No,No,No,Yes,No,No,utredningshem,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Two,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,__NA__,Yes,2,2,2,1.007668493,Female,57,Södra mellersta Sverige,1,1,Yes,No,No,No,No,No,No,8,Several days,Several days,Several days,Not at all
4839,02/05/2020 12:27,week 5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Always,Always,Always,Always, , ,Rarely,Always,Always,Always,Always,Frequently,Not at all,Always,Frequently,Always,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Three,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,Yes,1,0,1,0.920684393,Female,71,"Skåne, Halland och Blekinge",2,1,No,No,No,No,No,Yes,No,8,Nearly every day,More than half the days,Several days,Several days
4840,02/05/2020 12:34,week 5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Somewhat willing,Not at all,Always,Sometimes,Always,Always,Not at all,Frequently,Rarely,Not at all, ,Rarely,Not at all,Rarely,Rarely,Frequently,Sometimes,Not at all,Not at all,Rarely,Not at all,10,No,No,No,No,No,No,Yes,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Two,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,tränat inomhus,Yes,0,100,0,1.007668493,Female,52,Södra mellersta Sverige,1,1,Yes,No,No,No,No,No,No,8,Several days,Several days,Not at all,Not at all
4841,02/05/2020 12:45,week 5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat unwilling,Not at all,Sometimes,Sometimes,Not at all,Frequently,Not at all,Not at all,Not at all,Sometimes,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Rarely,Not at all,Not at all,10,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,juridik,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Three,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,bio,Yes,1,8,2,0.986056415,Male,44,Stockholm,2,2,Yes,Yes,No,No,No,No,No,8,Several days,Several days,Not at all,Not at all
4842,02/05/2020 13:38,week 5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat easy,Neither willing nor unwilling,Not at all,Always,Not at all,Always,Frequently,Not at all,Not at all,Not at all, , ,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Sometimes,Not at all,30, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Three,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,Yes,2,5,3,0.965865222,Male,57,"Skåne, Halland och Blekinge",1,1,No,No,Yes,No,No,No,No,10,Not at all,Not at all,Not at all,Not at all
4843,02/05/2020 13:25,week 5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Not at all,Always,Always,Not at all,Not at all,Not at all,Not at all, ,Always,Not at all,Always,Always,Always,Not at all,Not at all,Not at all,Not at all,Not at all,5,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Administration,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Four,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,__NA__,Yes,1,7,1,0.961677435,Female,64,Norra mellersta Sverige,2,1,Yes,No,No,No,No,No,No,5,Nearly every day,Several days,Nearly every day,Nearly every day
4844,02/05/2020 13:45,week 5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Very easy,Very willing,Not at all,Always,Rarely,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Not at all,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Four,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,1,1,0,1.000384642,Male,75,"Skåne, Halland och Blekinge",2,1,No,No,No,Yes,No,No,No,9,Not at all,Not at all,Not at all,Not at all
4845,02/05/2020 13:56,week 5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Sometimes,Always,Always,Always,Always,Frequently,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Always,Always,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Two,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Promenader,Yes,0,3,0,0.961677435,Female,63,Norra mellersta Sverige,1,1,No,Yes,No,No,No,No,No,7,Not at all,Not at all,Not at all,Not at all
4846,02/05/2020 14:06,week 5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Very easy,Very willing,Not at all,Always,Always,Always,Not at all,Rarely,Not at all,Always,Not at all, ,Rarely,Frequently,Frequently,Frequently,Sometimes,Not at all,Always,Not at all,Rarely,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Seven,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,__NA__,Yes,0,40,2,0.955760867,Male,55,Norra mellersta Sverige,1,1,Yes,No,No,No,No,No,No,8,Not at all,Not at all,Not at all,Not at all
4847,02/05/2020 14:15,week 5,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,Always,No,No,Not sure,Somewhat easy,Somewhat willing,Sometimes,Frequently,Frequently,Frequently,Always,Sometimes,Always,Always, , ,Always,Frequently,Always,Always,Always,Frequently,Sometimes,Frequently,Frequently,Always,4, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Four,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,1,0,2,0.920684393,Female,79,"Skåne, Halland och Blekinge",2,1,No,No,No,Yes,No,No,No,7,Several days, , , 
4848,02/05/2020 14:31,week 5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Not at all,Always,Always,Rarely,Frequently,Rarely,Sometimes, ,Sometimes,Sometimes,Sometimes,Frequently,Always,Rarely,Not at all,Not at all,Frequently,Rarely,7,No,No,No,No,No,No,No,No,No,No,Yes,No,No,föreningsliv,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Two,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,__NA__,Yes,1,10,3,0.972436936,Male,64,Södra mellersta Sverige,2,1,Yes,No,No,No,No,No,No,9,Not at all,Not at all,Not at all,Not at all
4849,02/05/2020 14:27,week 5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Frequently,Always,Not at all,Always,Rarely,Not at all,Not at all,Rarely, ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Sometimes,Always,10,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Three,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,__NA__,Yes,1,0,5,1.000384642,Male,66,"Skåne, Halland och Blekinge",2,1,No,Yes,No,Yes,No,No,No,8,Not at all,Not at all,Not at all,Not at all
4850,02/05/2020 14:31,week 5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very difficult,Very unwilling,Not at all,Always,Rarely,Always,Rarely,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Sometimes,5,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Four,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,__NA__,Yes,2,40,2,1.054370596,Male,49,"Skåne, Halland och Blekinge",3,3,Yes,No,No,No,No,No,No,8,Several days,Not at all,Not at all,Not at all
4851,02/05/2020 14:32,week 5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Somewhat willing,Not at all,Always,Frequently,Always,Always,Frequently,Not at all,Sometimes, , ,Always,Always,Always,Always,Frequently,Rarely,Not at all,Always,Not at all,Rarely,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,One,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,__NA__,Yes,0,100,0,0.981525508,Male,62,Stockholm,1,1,No,No,No,No,Yes,No,No,7,Several days,Several days,Not at all,Not at all
4852,02/05/2020 14:37,week 5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat unwilling,Not at all,Always,Frequently,Frequently,Sometimes,Sometimes,Not at all,Sometimes, , ,Always,Not at all,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Always,Frequently,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,One,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,Yes,70,12,0,0.955695466,Female,42,"Skåne, Halland och Blekinge",1,1,No,No,No,No,Yes,No,No,3,Not at all,Several days,Several days,Several days
4853,02/05/2020 14:49,week 5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Always,Not at all,Always,Not at all,Not at all,Not at all,Always,Sometimes,Sometimes,Always,Frequently,Sometimes,Not at all,Not at all,Rarely,Not at all,10,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Seven,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,__NA__,Yes,4,50,2,1.423095491,Female,50,"Skåne, Halland och Blekinge",5,4,Yes,No,No,No,No,No,No,9,Not at all,Not at all,Not at all,Several days
4854,02/05/2020 14:50,week 5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Rarely,Always,Always,Not at all,Not at all,Always, , ,Always,Frequently,Frequently,Always,Always,Frequently,Always,Always,Sometimes,Frequently,6, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Two,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,0,6,1,0.920684393,Female,73,"Skåne, Halland och Blekinge",1,1,No,No,No,Yes,No,No,No,8,Not at all,Not at all,Not at all,Not at all
4855,02/05/2020 14:54,week 5,"No, I have not","No, they have not",Yes,No,No,No,No,No,Not sure,Frequently,No,No,Yes,Neither easy nor difficult,Very willing,Frequently,Always,Not at all,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Frequently,9,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Three,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,__NA__,Yes,2,2,0,0.965865222,Male,53,"Skåne, Halland och Blekinge",3,1,No,Yes,No,No,No,No,No,3,Several days,More than half the days,Several days,More than half the days
4856,02/05/2020 15:12,week 5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Frequently,Frequently,Rarely,Not at all, , ,Always,Sometimes,Always,Always,Frequently,Sometimes,Not at all,Not at all,Frequently,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Six,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,__NA__,Yes,2,2,1,1.097228456,Female,60,Södra mellersta Sverige,3,1,No,No,No,Yes,No,No,No,8,Several days,Several days,Several days,Not at all
4857,02/05/2020 15:12,week 5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very difficult,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Four,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,0,0,1,1.000384642,Male,69,"Skåne, Halland och Blekinge",1,1,No,No,No,Yes,No,No,No,0,Nearly every day,Nearly every day,Nearly every day,Nearly every day
4858,02/05/2020 15:22,week 5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat unwilling,Not at all,Frequently,Always,Always,Always,Frequently,Always,Always, , ,Frequently,Always,Always,Always,Frequently,Frequently,Not at all,Rarely,Frequently,Frequently,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Five,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,Yes,5,3,3,0.97679348,Female,63,Norra Sverige,2,1,No,No,No,Yes,No,No,No,7,Not at all,Not at all,Not at all,Not at all
4859,02/05/2020 15:25,week 5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat unwilling,Sometimes,Frequently,Sometimes,Frequently,Always,Rarely,Rarely,Always, , ,Always,Frequently,Always,Always,Frequently,Rarely,Not at all,Sometimes,Rarely,Frequently,4, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Four,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,__NA__,Yes,1,3,5,0.925815677,Female,55,Norra mellersta Sverige,2,1,No,No,No,No,No,Yes,No,8,More than half the days,Nearly every day,More than half the days,Several days
4860,02/05/2020 15:25,week 5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Neither easy nor difficult,Neither willing nor unwilling,Not at all,Always,Always,Always,Always,Not at all,Always,Always, , ,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Always,Always,30, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Three,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,Yes,0,0,3,0.97679348,Female,66,Norra Sverige,1,1,No,No,No,Yes,No,No,No,6,Several days,Several days,Not at all,Not at all
4861,02/05/2020 15:29,week 5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Frequently,Always,Always,Always,Always,Frequently,Always,Frequently, , ,Always,Frequently,Always,Always,Always,Frequently,Always,Always,Always,Always,10, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Two,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,__NA__,Yes,0,0,0,1.097228456,Female,75,Södra mellersta Sverige,1,1,No,No,No,Yes,No,No,No,9,Not at all,Not at all,Not at all,Not at all
4862,02/05/2020 15:28,week 5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Very willing,Not at all,Always,Not at all,Always,Always,Frequently,Always,Always, , ,Frequently,Frequently,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Frequently,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Three,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,0,1,0,0.972436936,Male,61,Södra mellersta Sverige,1,1,No,No,No,No,Yes,No,No,3,Not at all,Not at all,Not at all,Not at all
4863,02/05/2020 15:38,week 5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Always,Always,Always,Not at all,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Not at all,Sometimes,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Five,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,1,0,1,1.097228456,Female,73,Södra mellersta Sverige,2,1,No,No,No,Yes,No,No,No,6,Not at all,Not at all,Not at all,Not at all
4864,02/05/2020 15:38,week 5,"No, I have not","No, they have not",Yes,No,No,No,Yes,No,Yes,Frequently,No,No,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Frequently,Always,Always,Frequently,Always,Always,Always, ,Always,Frequently,Always,Always,Always,Frequently,Sometimes,Not at all,Not at all,Always,10,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Five,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,1,7,1,1.423095491,Female,58,"Skåne, Halland och Blekinge",2,1,Yes,No,No,No,No,No,No,8,Several days,Not at all,Not at all,Several days
4865,02/05/2020 15:43,week 5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Sometimes,Always,Always,Sometimes,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Rarely,Frequently,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Five,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,1,0,1,1.022801601,Female,67,Stockholm,2,1,No,No,No,Yes,No,No,No,7,Not at all,Not at all,Not at all,Not at all
4866,02/05/2020 15:43,week 5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Not at all,Rarely,Always, ,Not at all,Sometimes,Sometimes,Frequently,Always,Frequently,Sometimes,Not at all,Frequently,Sometimes,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Nine,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,2,10,4,1.423095491,Female,51,"Skåne, Halland och Blekinge",3,2,No,No,No,Yes,No,No,No,4,Not at all,Several days,Several days,Several days
4867,02/05/2020 15:47,week 5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat easy,Somewhat unwilling,Not at all,Always,Not at all,Always,Rarely,Not at all,Always,Always,Not at all, ,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Rarely,Not at all,5,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Four,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,__NA__,Yes,1,100,8,1.000384642,Male,65,"Skåne, Halland och Blekinge",2,1,Yes,No,No,No,No,No,No,8,Not at all,Not at all,Not at all,Not at all
4868,02/05/2020 15:49,week 5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Not at all,Always,Always,Frequently,Always,Always, , ,Always,Frequently,Frequently,Always,Frequently,Frequently,Always,Frequently,Frequently,Frequently,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Two,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,0,7,1,0.920684393,Female,62,"Skåne, Halland och Blekinge",1,1,No,No,No,No,No,Yes,No,8,Not at all,Not at all,Not at all,Not at all
4869,02/05/2020 15:58,week 5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Not at all,Frequently,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Not at all,Frequently,Always,15, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Eight,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,1,0,0,0.920684393,Female,76,"Skåne, Halland och Blekinge",2,1,No,No,No,Yes,No,No,No,7,Several days,Not at all,Not at all,Not at all
4870,02/05/2020 16:07,week 5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Sometimes,Always,Always,Sometimes,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Always,Not at all,Frequently,Sometimes,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Three,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,__NA__,Yes,1,0,1,1.022801601,Female,76,Stockholm,2,1,No,No,No,Yes,No,No,No,6,Several days,Several days,Several days,Nearly every day
