RecordNo,endtime,qweek,i1_health,i2_health,i7a_health,i5a_health,i6_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i7b_health,weight,gender,age,region,household_size,household_children,employment_status_1,employment_status_2,employment_status_3,employment_status_4,employment_status_5,employment_status_6,employment_status_7,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4,m1_1,m1_2,m1_3,m1_4,m2,m3,m4_1,m4_2,m4_3,m4_4,m4_96,m4_99,m4_other,m5_1,m5_2,m6_1,m6_2,m6_3,m6_4,m6_5,m6_6,m6_7,m6_8,m6_96,m6_other,m7_1,m7_2,m7_3,m7_4,m7_5,m7_6,m7_8,m7_9,m7_10,m7_11,m8_1,m8_2,m8_3,m8_4,m8_5,m8_6,m8_7,m8_8,m8_96,m8_99,m8_other,m9_1,m9_2,m9_3,m9_4,m9_5,m9_6,m9_7,m10,m11,m12_1,m12_2,m12_3,m12_4,m12_5,m12_6,m12_7,m12_8,m12_96,m12_99,m12_other,m13_1,m13_2,m13_3,m13_4,m13_5,m13_6,m13_8,m13_9,m13_10,m13_11,v1,v2_1,v2_2,v2_3,v2_4,v2_5,v2_99,v3,v3_open,v4_1,v4_2,v4_3,v4_4,v4_5,v4_96,v4_99,v3_other
3952,04/06/2020 23:35,week 4,5,100,2, , , ,Yes,Somewhat difficult,Very willing,Always,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Rarely,Not at all,Not at all,Sometimes,Rarely,Frequently,Always,Frequently,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,5,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.989730946,Male,36,New Taipei City,6,1,Yes,No,No,No,No,No,No,8,Not at all,Not at all,Not at all,Not at all,Very willing,Very willing,Very willing,Very willing,7,7,No,No,Yes,No,No,No,__NA__, ,Quite easy, , , , , , , , , ,__NA__,Very much,Not at all,Not at all,Somewhat,Very much,Somewhat,Not at all,Very much,Not at all,Very much,No,No,No,No,Yes,No,No,No,No,No,__NA__,About the same,Less,Less,Not sure,Less,Less,Less,No,Quite willing, , , , , , , , , , ,__NA__, , , , , , , , , , ,No, , , , , , , ,__NA__,No,Yes,Yes,No,Yes,No,No,__NA__
3953,04/06/2020 23:39,week 4,0,0,2, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes, ,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.994024949,Female,33,Taichung City,4,0,Yes,No,No,No,No,No,No,4,Several days,Several days,Not at all,Not at all,Quite willing,Quite willing,Quite willing,Quite willing,0, , , , , , , ,__NA__, , , , , , , , , , , ,__NA__, , , , , , , , , , , , , , , , , , , , ,__NA__, , , , , , , ,Yes,Not at all willing,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,__NA__,Possibly would feel this way,Definitely would not feel this way,Definitely would not feel this way,Possibly would feel this way,Possibly would feel this way,Possibly would feel this way,Definitely would feel this way,Definitely would feel this way,Definitely would not feel this way,Possibly would feel this way,No, , , , , , , ,__NA__,Yes,Yes,Yes,Yes,Yes,No,No,__NA__
3954,04/06/2020 23:40,week 4,3,10,2, , , ,Not sure,Somewhat easy,Neither willing nor unwilling,Always,Frequently,Always,Not at all,Frequently,Rarely,Not at all,Not at all,Rarely, ,Not at all,Rarely,Not at all,Not at all,Frequently,Frequently,Not at all,Not at all,Not at all,Always,3,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.980964293,Female,23,Chiayi City,4,0,Yes,No,No,No,No,No,No,8,Not at all,Not at all,Not at all,Not at all,Very willing,Very willing,Very willing,Neither willing or unwilling,7,7,No,No,Yes,No,No,No,__NA__, ,Very easy, , , , , , , , , ,__NA__,Somewhat,Not at all,Not at all,Not at all,Very much,Not at all,Somewhat,Very much,Not at all,Somewhat,Yes,No,No,No,Yes,No,Yes,Yes,No,No,__NA__,More,About the same,About the same,Less,Not sure,Less,About the same,No,Not at all willing, , , , , , , , , , ,__NA__, , , , , , , , , , ,No, , , , , , , ,__NA__,Yes,Yes,Yes,Yes,Yes,No,No,__NA__
3955,04/06/2020 23:40,week 4,0,0,0, , , ,No,Very easy,Very willing,Always,Rarely,Always,Always,Always,Always,Always,Always,Not at all, ,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Always,2,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.997972654,Male,52,New Taipei City,1,0,Yes,No,No,No,No,No,No,0,Not at all,Not at all,Not at all,Not at all,Very willing,Very willing,Neither willing or unwilling,Neither willing or unwilling,0, , , , , , , ,__NA__, , , , , , , , , , , ,__NA__, , , , , , , , , , , , , , , , , , , , ,__NA__, , , , , , , ,No,Not sure,No,No,No,No,No,No,No,No,No,Yes,__NA__,Definitely would not feel this way,Definitely would not feel this way,Definitely would not feel this way,Definitely would not feel this way,Possibly would feel this way,Definitely would not feel this way,Definitely would not feel this way,Definitely would feel this way,Definitely would not feel this way,Definitely would not feel this way,No, , , , , , , ,__NA__,Yes,Yes,Yes,Yes,Yes,No,No,__NA__
3956,04/06/2020 23:44,week 4,0,0,0, , , ,Not sure,Not sure,Not sure,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes, , ,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,0, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes, , , , , , , , , ,1.002429559,Male,25,Taichung City,Prefer not to say,0,No,No,No,No,No,No,Yes,5,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Neither willing or unwilling,Neither willing or unwilling,Neither willing or unwilling,Neither willing or unwilling,0, , , , , , , ,__NA__, , , , , , , , , , , ,__NA__, , , , , , , , , , , , , , , , , , , , ,__NA__, , , , , , , ,Not sure,Not sure,No,No,No,No,No,No,No,No,No,Yes,__NA__,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Prefer not to say, , , , , , , ,__NA__,Yes,Yes,Yes,Yes,Yes,No,No,__NA__
3957,04/06/2020 23:48,week 4,5,10,1, , , ,Yes,Somewhat difficult,Somewhat willing,Always,Always,Always,Sometimes,Always,Frequently,Always,Not at all,Not at all,Not at all,Frequently,Sometimes,Always,Always,Always,Rarely,Not at all,Not at all,Rarely,Frequently,3,No,No,No,No,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.994024949,Female,31,New Taipei City,6,2,Yes,No,No,No,No,No,No,7,Not at all,Not at all,Several days,Not at all,Very willing,Neither willing or unwilling,Very willing,Quite willing,7,7,No,No,Yes,No,No,No,__NA__, ,Quite difficult, , , , , , , , , ,__NA__,Somewhat,Somewhat,Not at all,Very much,Very much,Not at all,Very much,Very much,Not at all,Somewhat,No,No,Yes,No,Yes,No,Yes,Yes,No,No,__NA__,About the same,Less,Less,Less,Less,About the same,Less,No,Not very willing, , , , , , , , , , ,__NA__, , , , , , , , , , ,No, , , , , , , ,__NA__,Yes,Yes,Yes,Yes,Yes,No,No,__NA__
3958,04/06/2020 23:48,week 4,3,10,0, , , ,Yes,Not sure,Very willing,Always,Always,Frequently,Always,Always,Always,Rarely,Always,Always, ,Always,Always,Always,Always,Always,Sometimes,Frequently,Always,Frequently,Always,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, ,1.002429559,Male,30,Kaohsiung City,2,0,Yes,No,No,No,No,No,No,9,Not at all,Not at all,Not at all,Not at all,Very willing,Very willing,Very willing,Very willing,1,7,No,No,Yes,No,No,No,__NA__, ,Very easy, , , , , , , , , ,__NA__,Very much,Not at all,Not at all,Not at all,Very much,Not at all,Not at all,Somewhat,Not at all,Somewhat,No,No,No,No,No,No,Yes,No,No,No,__NA__,More,More,More,More,More,More,More,Yes,Quite willing, , , , , , , , , , ,__NA__, , , , , , , , , , ,No, , , , , , , ,__NA__,Yes,No,No,No,No,No,No,__NA__
3959,04/06/2020 23:49,week 4,1,999,1, , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Frequently,Always,Sometimes,Frequently,Rarely,Not at all,Not at all, ,Rarely,Frequently,Frequently,Frequently,Not at all,Rarely,Not at all,Not at all,Rarely,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.994024949,Female,31,New Taipei City,2,0,Yes,No,No,No,No,No,No,6,Several days,Several days,Several days,Not at all,Very willing,Very willing,Very willing,Neither willing or unwilling,5,5,No,No,Yes,No,No,No,__NA__, ,Quite easy, , , , , , , , , ,__NA__,Very much,Not at all,Not at all,Not at all,Very much,Somewhat,Not at all,Very much,Not at all,Very much,Yes,No,No,No,No,No,Yes,No,Yes,No,??,More,About the same,Less,Not sure,About the same,Less,About the same,No,Not very willing, , , , , , , , , , ,__NA__, , , , , , , , , , ,No, , , , , , , ,__NA__,Yes,Yes,Yes,No,No,No,No,__NA__
3960,04/06/2020 23:51,week 4,1,0,0, , , ,Not sure,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Frequently, , ,Sometimes,Sometimes,Frequently,Frequently,Frequently,Sometimes,Not at all,Not at all,Always,Always,9, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.091026335,Male,57,Changhua County,4,0,No,No,No,Yes,No,No,Yes,3,Several days,Several days,Several days,Several days,Not sure,Not sure,Very willing,Not sure,4,4,No,No,Yes,No,No,No,__NA__, ,Not sure, , , , , , , , , ,__NA__,Somewhat,Not at all,Not at all,Not sure,Very much,Not at all,Not sure,Very much,Not at all,Not sure,No,No,No,No,No,No,No,Yes,No,No,__NA__,About the same,Less,Not sure,Not sure,Not sure,Less,Not sure,Not sure,Not sure, , , , , , , , , , ,__NA__, , , , , , , , , , ,No, , , , , , , ,__NA__,No,No,No,No,No,No,Yes,__NA__
3961,04/06/2020 23:54,week 4,4,5,1, , , ,No,Very easy,Very willing,Frequently,Frequently,Frequently,Always,Always,Rarely,Frequently,Always,Rarely,Frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Not at all,Sometimes,Always,Rarely,5,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.989730946,Male,36,Hsinchu County,6,1,Yes,No,No,No,No,No,No,6,Several days,Not at all,Not at all,Not at all,Very willing,Very willing,Very willing,Very willing,1,7,No,No,Yes,No,No,No,__NA__, ,Quite easy, , , , , , , , , ,__NA__,Not at all,Not at all,Not at all,Not at all,Somewhat,Not at all,Somewhat,Somewhat,Not at all,Somewhat,Yes,No,No,No,No,No,No,No,No,No,__NA__,More,Less,Less,Less,Less,Less,About the same,No,Not very willing, , , , , , , , , , ,__NA__, , , , , , , , , , ,No, , , , , , , ,__NA__,No,No,Yes,No,No,No,No,__NA__
3962,04/06/2020 23:56,week 4,5,1,1, , , ,Yes,Neither easy nor difficult,Somewhat willing,Frequently,Frequently,Frequently,Always,Frequently,Not at all,Sometimes,Not at all, , ,Rarely,Rarely,Frequently,Frequently,Sometimes,Rarely,Not at all,Not at all,Frequently,Sometimes,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.980964293,Female,22,New Taipei City,5,0,No,No,Yes,No,No,No,No,5,More than half the days,More than half the days,Nearly every day,More than half the days,Quite willing,Quite willing,Quite willing,Quite willing,7,7,No,No,Yes,No,No,No,__NA__, ,Very easy, , , , , , , , , ,__NA__,Very much,Not at all,Not at all,Not at all,Not sure,Somewhat,Somewhat,Very much,Not at all,Not at all,No,No,No,No,Yes,No,No,Yes,No,No,__NA__,More,About the same,Less,Not sure,Not sure,Not sure,About the same,No,Not very willing, , , , , , , , , , ,__NA__, , , , , , , , , , ,Not sure, , , , , , , ,__NA__,No,Yes,Yes,Yes,No,No,No,__NA__
3963,04/06/2020 23:59,week 4,2,2,4, , , ,Not sure,Neither easy nor difficult,Neither willing nor unwilling,Sometimes,Frequently,Rarely,Frequently,Rarely,Rarely,Frequently,Sometimes, ,Not at all,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes, ,Not sure,No,No,No,No,No,Yes, ,0.989258473,Male,18,Yunlin County,5,1,No,No,Yes,No,No,No,No,2,Several days,Several days,Several days,More than half the days,Neither willing or unwilling,Neither willing or unwilling,Neither willing or unwilling,Neither willing or unwilling,2,7,No,Yes,Yes,No,No,No,__NA__,Quite easy,Quite easy, , , , , , , , , ,__NA__,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Somewhat,Not at all,Not at all,No,No,No,No,No,No,No,Yes,No,No,__NA__,More,About the same,About the same,Less,About the same,About the same,About the same,Not sure,Not very willing, , , , , , , , , , ,__NA__, , , , , , , , , , ,Not sure, , , , , , , ,__NA__,No,No,No,No,No,No,Yes,__NA__
3964,05/06/2020 00:01,week 4,5,10,3, , , ,No,Somewhat easy,Somewhat willing,Sometimes,Sometimes,Sometimes,Always,Frequently,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,20,No,No,No,No,No,No,No,No,No,No,Yes,No,No,??,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.989730946,Male,36,Kaohsiung City,6,1,Yes,No,No,No,No,No,No,1,Several days,Several days,Several days,Several days,Very willing,Very willing,Very willing,Very willing,5,5,No,No,Yes,No,No,No,__NA__, ,Very easy, , , , , , , , , ,__NA__,Somewhat,Not at all,Not at all,Not at all,Somewhat,Not at all,Not at all,Very much,Somewhat,Not at all,No,No,No,No,No,No,No,No,No,Yes,__NA__,About the same,About the same,About the same,About the same,About the same,About the same,About the same,Yes,Quite willing, , , , , , , , , , ,__NA__, , , , , , , , , , ,No, , , , , , , ,__NA__,Yes,Yes,Yes,Yes,Yes,No,No,__NA__
3965,05/06/2020 00:03,week 4,2,10,1, , , ,Yes,Somewhat difficult,Somewhat willing,Always,Always,Sometimes,Always,Always,Sometimes,Always,Sometimes,Sometimes, ,Always,Always,Always,Always,Always,Sometimes,Not at all,Sometimes,Sometimes,Always,10,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.989605412,Female,54,Taipei City,1,0,Yes,No,No,No,No,No,No,5,Not at all,Not at all,Not at all,Not at all,Quite willing,Quite willing,Quite willing,Quite willing,4,4,No,No,Yes,No,No,No,__NA__, ,Very easy, , , , , , , , , ,__NA__,Somewhat,Not at all,Not at all,Not at all,Very much,Somewhat,Somewhat,Very much,Not at all,Somewhat,No,No,No,No,No,No,No,Yes,No,No,__NA__,More,Less,Less,Not sure,About the same,Less,Less,No,Not very willing, , , , , , , , , , ,__NA__, , , , , , , , , , ,No, , , , , , , ,__NA__,Yes,Yes,Yes,Yes,Yes,No,No,__NA__
3966,05/06/2020 00:08,week 4,8,10,1, , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Sometimes,Frequently,Rarely,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Frequently,Frequently,Always,Always,Frequently,Frequently,5, , , , , , , , , , , , , ,__NA__,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.081878908,Female,61,Taipei City,1,0,No,No,No,Yes,No,No,No,8,Several days,Several days,Several days,Several days,Quite willing,Quite willing,Quite willing,Quite willing,4,1,No,No,Yes,No,No,No,__NA__, ,Quite easy, , , , , , , , , ,__NA__,Very much,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Yes,No,No,No,Yes,No,No,No,No,No,__NA__,About the same,Less,Less,Less,Less,Less,Less,No,Not very willing, , , , , , , , , , ,__NA__, , , , , , , , , , ,No, , , , , , , ,__NA__,No,No,No,No,No,No,Yes,__NA__
3967,05/06/2020 00:07,week 4,3,3,2, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Frequently,Always,Not at all,Not at all,Always,Rarely,Rarely,Rarely,Frequently,Not at all,Not at all,Not at all,Frequently,Always,3,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes, , ,No,No,No,No,No,Yes, ,0.989730946,Male,41,Tainan City,4,2,Yes,No,No,No,No,No,No,5,Several days,Several days,Several days,Several days,Very willing,Very willing,Very willing,Very willing,1,1,No,No,Yes,No,No,No,__NA__, ,Quite easy, , , , , , , , , ,__NA__,Very much,Not at all,Not at all,Not at all,Very much,Not at all,Not at all,Very much,Not at all,Very much,No,No,No,No,Yes,No,Yes,Yes,No,No,__NA__,More,Less,Less,Less,Less,Less,Less,Yes,Very willing, , , , , , , , , , ,__NA__, , , , , , , , , , ,No, , , , , , , ,__NA__,No,Yes,No,Yes,No,No,No,__NA__
3968,05/06/2020 00:25,week 4,3,10,1, , , ,Yes,Very easy,Very willing,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Always,Frequently,Not at all, ,Frequently,Sometimes,Frequently,Frequently,Always,Rarely,Not at all,Not at all,Sometimes,Frequently,8,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.980964293,Female,24,Taichung City,4,0,Yes,No,No,No,No,No,No,7,Several days,Several days,Several days,Several days,Very willing,Very willing,Very willing,Very willing,0, , , , , , , ,__NA__, , , , , , , , , , , ,__NA__, , , , , , , , , , , , , , , , , , , , ,__NA__, , , , , , , ,No,Not at all willing,Yes,No,No,No,No,Yes,Yes,Yes,No,No,__NA__,Possibly would feel this way,Definitely would not feel this way,Definitely would not feel this way,Definitely would not feel this way,Definitely would feel this way,Possibly would feel this way,Possibly would feel this way,Definitely would feel this way,Definitely would not feel this way,Possibly would feel this way,No, , , , , , , ,__NA__,Yes,Yes,Yes,Yes,Yes,No,No,__NA__
3969,05/06/2020 00:33,week 4,1,14,2, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Frequently,Always,Sometimes,Frequently,Always,Not at all, ,Always,Frequently,Always,Always,Frequently,Frequently,Not at all,Rarely,Frequently,Frequently,5,No,No,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.989730946,Male,36,Taichung City,2,0,Yes,No,No,No,No,No,No,8,Several days,Not at all,Several days,Several days,Quite willing,Not sure,Very willing,Very willing,7,7,No,No,Yes,No,No,No,__NA__, ,Quite easy, , , , , , , , , ,__NA__,Somewhat,Not at all,Not at all,Not at all,Somewhat,Not at all,Not at all,Somewhat,Not at all,Somewhat,No,No,No,No,No,No,Yes,No,No,No,__NA__,About the same,Not sure,More,About the same,About the same,About the same,About the same,No,Not sure, , , , , , , , , , ,__NA__, , , , , , , , , , ,No, , , , , , , ,__NA__,No,Yes,Yes,No,No,No,No,__NA__
3970,05/06/2020 00:34,week 4,1,2,3, , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Rarely,Always,Always,Sometimes,Always,Always, , ,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Sometimes,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.981432803,Female,35,Kaohsiung City,2,0,No,No,No,No,No,Yes,No,5,Several days,Several days,Several days,Several days,Very willing,Very willing,Very willing,Very willing,4,4,No,No,Yes,No,No,No,__NA__, ,Quite easy, , , , , , , , , ,__NA__,Not at all,Not at all,Not at all,Not at all,Somewhat,Somewhat,Somewhat,Very much,Not at all,Not at all,Yes,No,Yes,No,No,No,No,No,No,No,__NA__,More,Less,Less,Not sure,Not sure,Less,Less,No,Not very willing, , , , , , , , , , ,__NA__, , , , , , , , , , ,No, , , , , , , ,__NA__,Yes,Yes,No,Yes,No,No,No,__NA__
3971,05/06/2020 00:35,week 4,3,10,1, , , ,Yes,Neither easy nor difficult,Somewhat willing,Frequently,Frequently,Frequently,Always,Always,Not at all,Rarely,Rarely,Not at all, ,Frequently,Always,Always,Always,Sometimes,Not at all,Not at all,Not at all,Rarely,Frequently,3,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.989730946,Male,43,Kaohsiung City,4,0,Yes,No,No,No,No,No,No,7,Not at all,Not at all,Not at all,Not at all,Very willing,Very willing,Very willing,Very willing,7,7,No,Yes,Yes,No,No,No,__NA__,Very easy,Very easy, , , , , , , , , ,__NA__,Very much,Not at all,Not at all,Not at all,Very much,Somewhat,Somewhat,Very much,Not at all,Very much,Yes,No,Yes,No,No,No,No,Yes,No,No,__NA__,More,Less,More,Not sure,Not sure,About the same,More,Yes,Quite willing, , , , , , , , , , ,__NA__, , , , , , , , , , ,No, , , , , , , ,__NA__,Yes,Yes,Yes,Yes,No,No,No,__NA__
3972,05/06/2020 00:35,week 4,2,2,0, , , ,Yes,Somewhat easy,Somewhat willing,Rarely,Rarely,Frequently,Not at all,Not at all,Always,Always,Rarely, , ,Not at all,Always,Always,Always,Always,Always,Always,Always,Not at all,Always,0, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.989730946,Male,37,Kaohsiung City,4,0,No,No,No,No,No,Yes,No,3,Not at all,Not at all,Not at all,Not at all,Very willing,Very willing,Quite willing,Very willing,7,3,No,Yes,Yes,No,No,No,__NA__,Not sure,Not sure, , , , , , , , , ,__NA__,Very much,Very much,Very much,Not sure,Not sure,Not sure,Very much,Not sure,Not sure,Somewhat,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,__NA__,About the same,Less,Less,Less,Less,About the same,About the same,No,Not very willing, , , , , , , , , , ,__NA__, , , , , , , , , , ,No, , , , , , , ,__NA__,No,Yes,Yes,No,No,No,No,__NA__
3973,05/06/2020 00:36,week 4,8,50,1, , , ,Yes,Somewhat difficult,Very willing,Always,Always,Frequently,Always,Always,Always,Sometimes,Always,Not at all,Not at all,Frequently,Rarely,Rarely,Rarely,Always,Frequently,Not at all,Rarely,Rarely,Frequently,2,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.997972654,Male,53,Taichung City,8 or more,1,Yes,No,No,No,No,No,No,8,Several days,Not at all,Several days,Several days,Very willing,Very willing,Very willing,Very willing,7,4,No,No,Yes,No,No,No,__NA__, ,Quite easy, , , , , , , , , ,__NA__,Not at all,Not at all,Not at all,Not at all,Somewhat,Very much,Very much,Very much,Not at all,Somewhat,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,__NA__,More,About the same,Less,Not sure,Less,About the same,About the same,No,Not very willing, , , , , , , , , , ,__NA__, , , , , , , , , , ,No, , , , , , , ,__NA__,Yes,Yes,Yes,Yes,No,No,No,__NA__
