RecordNo,endtime,qweek,i1_health,i2_health,i7a_health,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i5a_health,i6_health,i7b_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,weight,gender,age,region,household_size,household_children,employment_status,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4,m1_1,m1_2,m1_3,m1_4,m2,m3,m4_1,m4_2,m4_3,m4_4,m4_96,m4_99,m4_other,m5_1,m5_2,m6_1,m6_2,m6_3,m6_4,m6_5,m6_6,m6_7,m6_8,m6_96,m6_other,m7_1,m7_2,m7_3,m7_4,m7_5,m7_6,m7_8,m7_9,m7_10,m7_11,m8_1,m8_2,m8_3,m8_4,m8_5,m8_6,m8_7,m8_8,m8_96,m8_99,m8_other,m9_1,m9_2,m9_3,m9_4,m9_5,m9_6,m9_7,m10,m11,m12_1,m12_2,m12_3,m12_4,m12_5,m12_6,m12_7,m12_8,m12_96,m12_99,m12_other,m13_1,m13_2,m13_3,m13_4,m13_5,m13_6,m13_8,m13_9,m13_10,m13_11,v1,v2_1,v2_2,v2_3,v2_4,v2_5,v2_99,v3,v3_open,v4_1,v4_2,v4_3,v4_4,v4_5,v4_96,v4_99,v3_other
4759,28/05/2020 08:17,week 5,6,50,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Somewhat willing,Always,Always,Frequently,Always,Always,Frequently,Sometimes,Sometimes,Frequently,Always,Always,Always,Always,Always,Always,Sometimes,Not at all,Rarely,Rarely,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.976305533,Female,49,"North East - Hougang, Punggol",4,2,Full time employment,6,Several days,Several days,Several days,More than half the days, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4760,28/05/2020 08:16,week 5,3,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Frequently,Frequently,Always,Always,Frequently,Frequently,Sometimes,Always, ,Always,Always,Always,Always,Frequently,Always,Not at all,Rarely,Frequently,Frequently,20,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.946523155,Male,54,"North West - Bukit Batok, Choa Chu Kang",4,0,Full time employment,8,Not at all,Not at all,Not at all,Not at all, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4761,28/05/2020 08:17,week 5,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Sometimes,Rarely,Always,Sometimes,Always,Rarely,Always,Always, ,Always,Always,Always,Always,Always,Rarely,Always,Not at all,Not at all,Frequently,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.0185843,Female,56,"Central - Toa Payoh, Balestier",2,0,Full time employment,7,Not at all,Not at all,Several days,Not at all, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4762,28/05/2020 08:22,week 5,2,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Rarely,Always,Always,Frequently,Always,Sometimes, ,Not at all,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Sometimes,Sometimes,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.976305533,Female,52,"North West - Bukit Batok, Choa Chu Kang",2,1,Not working,4,Several days,More than half the days,More than half the days,Several days, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4763,28/05/2020 08:24,week 5,3,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Frequently,Sometimes,Frequently,Always,Always,Sometimes,Not at all,Rarely,Frequently,Always,10,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.976305533,Female,50,"Far West - Jurong, Boon Lay",4,4,Full time employment,7,More than half the days,Several days,More than half the days,More than half the days, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4764,28/05/2020 08:25,week 5,5,10,1,"No, I have not",Not sure,No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Frequently,Sometimes,Sometimes,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Not at all,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.946523155,Male,49,"Central East - Eunos, Geylang",7,2,Full time employment,6,More than half the days,Several days,Several days,Several days, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4765,28/05/2020 08:26,week 5,3,9,4,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Always,Frequently,Frequently,Always,Sometimes,Frequently,Rarely,Sometimes,Always,Always,Always,Frequently,Frequently,Always,Frequently,Frequently,Rarely,Sometimes,Sometimes,Frequently,8,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.946523155,Male,53,Central East - Potong Pasir,4,1,Full time employment,6,Several days,Several days,Not at all,Several days, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4766,28/05/2020 08:29,week 5,0,0,0,"No, I have not",Not sure,No,No,No,No,No,Yes, , , , ,Not sure,Not sure,Not sure,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all, , ,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,1.173792091,Female,56,"Central East - Eunos, Geylang",Don't know,Prefer not to say,Unemployed,0,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4767,28/05/2020 08:32,week 5,2,3,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Very willing,Always,Frequently,Sometimes,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Frequently,Frequently,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.976305533,Female,53,"North East - Hougang, Punggol",3,0,Other,5,Not at all,Several days,Several days,Not at all, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4768,28/05/2020 08:41,week 5,3,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Sometimes,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Frequently,3,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.946523155,Male,46,"Far East - Tampines, Pasir Ris",4,2,Full time employment,6,Not at all,Not at all,Not at all,Not at all, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4769,28/05/2020 08:41,week 5,3,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Always,Frequently,Sometimes,Always,Frequently,Always,Always,Frequently,Always, ,Always,Frequently,Always,Always,Frequently,Always,Not at all,Sometimes,Sometimes,Frequently,4,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Military,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,1.041059027,Male,20,"South West - Buona Vista, West Coast",4,0,Full time employment,6,Several days,Not at all,Several days,Not at all, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4770,28/05/2020 08:41,week 5,2,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Neither easy nor difficult,Somewhat willing,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Sometimes,Not at all,Frequently,Frequently,Frequently,6,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.898253524,Male,54,"Far East - Tampines, Pasir Ris",6,1,Full time employment,8,Several days,Not at all,Not at all,Several days, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4771,28/05/2020 08:42,week 5,0,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Frequently,Frequently,Frequently,Always,Sometimes,Always,Rarely,Rarely,Rarely,Sometimes,Sometimes,Frequently,Always,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,3,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.946523155,Male,47,"Central South - Tiong Bahru, Queenstown",4,2,Full time employment,6,Several days,Not at all,Not at all,Not at all, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4772,28/05/2020 08:43,week 5,10,50,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,3,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,0.946523155,Male,52,"Upper East Coast - Bedok, Bayshore",6,1,Full time employment,7,Not at all,Not at all,Not at all,Not at all, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4773,28/05/2020 08:45,week 5,3,5,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently, , ,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,1.041059027,Male,24,"Far North - Yishun, Sembawang",3,0,Full time student,5,Not at all,Not at all,Not at all,Not at all, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4774,28/05/2020 08:47,week 5,1,5,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Frequently,Frequently,Always,Frequently,Always,Always,Frequently,Frequently, ,Always,Always,Always,Always,Frequently,Sometimes,Always,Frequently,Frequently,Frequently,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.946722321,Male,58,"Far West - Jurong, Boon Lay",2,0,Full time employment,6,More than half the days,Several days,Not at all,Several days, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4775,28/05/2020 08:48,week 5,4,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Always,Frequently,Sometimes,Always,Always,Frequently,Always,Sometimes,Sometimes,Frequently,Always,Frequently,Always,Always,Frequently,Frequently,Frequently,Always,Frequently,Frequently,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0.976305533,Female,51,North East - Seletar,4,1,Full time employment,6,Not at all,Not at all,Several days,Not at all, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4776,01/06/2020 01:48,week 5,9,2,0,"No, I have not","No, they have not",Yes,Yes,Yes,Yes,Yes,No,No,Always,Yes,No,Yes,Very easy,Very willing,Always,Frequently,Rarely,Frequently,Always,Frequently,Frequently,Sometimes,Frequently, ,Always,Always,Always,Always,Frequently,Frequently,Not at all,Not at all,Sometimes,Sometimes,6,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,0.946523155,Male,54,East Coast - Katong,4,0,Part time employment,7,Several days,Several days,Several days,Not at all, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4777,28/05/2020 08:50,week 5,3,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Always,Sometimes,Sometimes,Frequently,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Frequently,Frequently,Frequently,Always,Rarely,Rarely,Rarely,Sometimes,Sometimes,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.946523155,Male,53,"Far North - Yishun, Sembawang",4,1,Full time employment,7,More than half the days,Several days,More than half the days,More than half the days, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4778,28/05/2020 08:54,week 5,1,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Frequently,Frequently,Always,Always,Frequently,Sometimes,Always, ,Always,Always,Always,Always,Always,Always,Always,Rarely,Frequently,Sometimes,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,0.976305533,Female,46,"North East - Hougang, Punggol",2,0,Part time employment,5,Not at all,Not at all,Not at all,Not at all, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4779,28/05/2020 08:57,week 5,6,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Always,Frequently,Frequently,Always,Always,Sometimes,Sometimes,Frequently,Always,Rarely,Always,Always,Always,Always,Frequently,Sometimes,Not at all,Not at all,Frequently,Sometimes,7,No,No,No,No,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.976305533,Female,48,"North West - Bukit Batok, Choa Chu Kang",7,2,Full time employment,7,Not at all,Not at all,Not at all,Not at all, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4780,28/05/2020 09:01,week 5,2,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Neither easy nor difficult,Somewhat willing,Always,Frequently,Frequently,Frequently,Always,Frequently,Always,Always,Always,Not at all,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Always,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.976305533,Female,45,"Far East - Changi, Loyang",4,1,Full time employment,4,Nearly every day,Nearly every day,Nearly every day,Nearly every day, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4781,28/05/2020 09:02,week 5,1,1,1,"No, I have not","No, they have not",Yes,Yes,No,Yes,Yes,No,No,Sometimes,No,No,No,Neither easy nor difficult,Somewhat unwilling,Always,Always,Frequently,Always,Frequently,Rarely,Always,Sometimes,Rarely,Not at all,Always,Sometimes,Always,Always,Always,Sometimes,Not at all,Not at all,Always,Sometimes,3,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.976305533,Female,48,"Central West - Clementi, Upper Bukit Timah",5,1,Full time employment,8,Several days,Not at all,Not at all,Not at all, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4782,28/05/2020 09:04,week 5,2,20,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Sometimes,Not at all,Always,Always,Not at all,Sometimes,Always,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Not at all,Sometimes,Sometimes,1,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.946523155,Male,47,"South West - Buona Vista, West Coast",3,1,Full time employment,6,Several days,Not at all,Not at all,Not at all, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4783,28/05/2020 09:04,week 5,4,0,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat willing,Always,Sometimes,Rarely,Frequently,Rarely,Frequently,Frequently,Frequently,Always,Not at all,Always,Always,Always,Always,Always,Rarely,Not at all,Not at all,Not at all,Frequently,6,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.946523155,Male,51,"Central South - Tiong Bahru, Queenstown",5,2,Full time employment,3,Nearly every day,Nearly every day,More than half the days,Nearly every day, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4784,28/05/2020 09:06,week 5,6,4,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very difficult,Somewhat willing,Always,Frequently,Always,Always,Always,Always,Frequently,Always,Sometimes,Always,Always,Frequently,Always,Always,Always,Frequently,Always,Frequently,Frequently,Frequently,5,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Petrochemical plant,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.538208202,Male,56,"Far North - Woodlands, Admiralty",7,3,Full time employment,7,Not at all,Not at all,Not at all,Not at all, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4785,28/05/2020 09:07,week 5,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Not at all,Always,Not at all,Not at all,Not at all,Not at all,Not at all, ,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,5,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.946722321,Male,65,"North West - Bukit Batok, Choa Chu Kang",2,0,Full time employment,6,Not at all,Not at all,Not at all,Not at all, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4786,28/05/2020 09:08,week 5,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Sometimes,Sometimes,Always,20,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.976305533,Female,54,"Central East - Eunos, Geylang",6,0,Part time employment,3,Several days,Several days,Several days,Nearly every day, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4787,28/05/2020 09:13,week 5,5,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Rarely,Frequently,Always,Always,Frequently,Always,Always,Always,Sometimes,Always,Always,Always,Always,Always,Not at all,Always,Frequently,Always,6,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.946523155,Male,47,"North East - Hougang, Punggol",6,3,Full time employment,5,Several days,Several days,Several days,Several days, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
