RecordNo,endtime,qweek,gender,region,region_recode,i1_health,i2_health,i7a_health,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i5_health_98,i5a_health,i6_health,i7b_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,profile_household_size,weight,age,household_size,household_children,employment_status
726,2020-04-06 07:53:58,week 1,Male,North Gyeongsang Province,Gyeongsang,1,6,3,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,No,Somewhat difficult,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Frequently, ,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Frequently,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,2,1.08025254687,58,2,0,Full time employment
727,2020-04-06 08:40:54,week 1,Male,North Jeolla Province,Jeolla,8,4,2,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,No,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Frequently,Frequently,Frequently,Sometimes,Always,Always,Sometimes,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Always,Sometimes,6,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,4,1.07507235677,58,4,1,Full time employment
728,2020-04-06 09:44:33,week 1,Female,Gyeonggi Province,Gyeonggi,2,2,3,"No, I have not","No, they have not",Yes,Yes,No,No,No,No,No,Yes,Frequently,No,No,Yes,Somewhat difficult,Very willing,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Frequently,Always,Always,Always,Frequently,Frequently,Frequently,Sometimes,Frequently,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,3,1.71304316655,60,3,3,Part time employment
729,2020-04-06 09:46:45,week 1,Male,South Gyeongsang Province,Gyeongsang,2,10,0,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,No,Frequently,No,No,Yes,Somewhat easy,Very willing,Frequently,Always,Frequently,Always,Always,Frequently,Sometimes,Frequently,Rarely, ,Frequently,Frequently,Always,Always,Frequently,Frequently,Sometimes,Frequently,Frequently,Always,10,No,No,No,No,No,No,Yes,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,4,1.08025254687,61,4,0,Full time employment
730,2020-04-06 09:51:58,week 1,Male,Gyeonggi Province,Gyeonggi,2,10,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat easy,Very willing,Always,Always,Frequently,Always,Always,Always,Always,Always,Sometimes,Not at all,Always,Frequently,Frequently,Frequently,Always,Frequently,Always,Sometimes,Frequently,Sometimes,18,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,3,1.28751352192,61,3,2,Full time employment
731,2020-04-06 10:00:30,week 1,Female,Gyeonggi Province,Gyeonggi,1,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Very easy,Somewhat willing,Always,Always,Always,Always,Frequently,Always,Always,Always,Sometimes, ,Sometimes,Always,Sometimes,Not at all,Always,Always,Always,Frequently,Always,Always,3,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,3,1.71304316655,65,3,0,Full time employment
732,2020-04-06 10:07:20,week 1,Female,Seoul special city,Gyeonggi,2,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Frequently,Always,Always,Frequently,Always,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Always,Always,Frequently,Sometimes,Frequently,Sometimes,Frequently,Always,5,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1,1.71304316655,59,1,1,Full time employment
733,2020-04-06 10:08:28,week 1,Female,Gyeonggi Province,Gyeonggi,1,1,0,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Not sure,Neither easy nor difficult,Very willing,Always,Always,Frequently,Always,Rarely,Frequently,Frequently,Frequently, , ,Always,Frequently,Always,Always,Frequently,Sometimes,Frequently,Frequently,Frequently,Sometimes,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,2,1.71304316655,66,2,0,Retired
734,2020-04-06 10:16:46,week 1,Male,Gyeonggi Province,Gyeonggi,4,4,1,"No, I have not",Not sure,No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat easy,Very willing,Always,Frequently,Frequently,Always,Frequently,Rarely,Frequently,Not at all,Not at all,Always,Always,Frequently,Sometimes,Always,Always,Always,Always,Always,Frequently,Always,100,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,4,1.28751352192,61,4,4,Full time employment
735,2020-04-06 10:19:28,week 1,Male,Gyeonggi Province,Gyeonggi,3,0,0,"No, I have not",Not sure,No,No,No,No,No,Yes,No, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always, , ,Always,Always,Not at all,Always,Always,Frequently,Always,Not at all,Sometimes,Frequently,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,4,1.28751352192,58,4,0,Not working
736,2020-04-06 10:23:18,week 1,Female,Gyeonggi Province,Gyeonggi,2,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Not at all,Always,Always,Always,12,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,3,1.71304316655,60,3,0,Full time employment
737,2020-04-06 10:23:55,week 1,Female,Gyeonggi Province,Gyeonggi,0,10,0,"No, I have not","No, they have not",No,No,No,Yes,No,No,No,No,Always,No,No,Yes,Somewhat difficult,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Sometimes,Frequently,Always,Always,Frequently,Always,Always,Frequently,Always,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,1,1.71304316655,62,1,0,Full time employment
738,2020-04-06 10:27:15,week 1,Male,Gyeonggi Province,Gyeonggi,1,3,1,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,No,Frequently,No,No,Yes,Somewhat easy,Very willing,Rarely,Frequently,Frequently,Frequently,Always,Frequently,Always,Always, , ,Always,Always,Not at all,Always,Always,Frequently,Frequently,Rarely,Sometimes,Frequently,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,3,1.28751352192,65,3,0,Other
739,2020-04-06 10:36:07,week 1,Male,Gyeonggi Province,Gyeonggi,4,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,No,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Always,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,6,1.28751352192,63,6,2,Retired
740,2020-04-06 10:41:32,week 1,Male,Gyeonggi Province,Gyeonggi,1,1,2,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Sometimes,Not at all,Rarely, , ,Always,Always,Not at all,Always,Always,Sometimes,Always,Always,Always,Sometimes,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,1.28751352192,68,1,0,Retired
741,2020-04-06 10:53:49,week 1,Female,Gyeonggi Province,Gyeonggi,1,5,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Frequently,Frequently,Not at all, ,Always,Frequently,Always,Always,Frequently,Frequently,Always,Frequently,Always,Frequently,6,No,No,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,3,1.71304316655,61,3,0,Full time employment
742,2020-04-06 10:58:03,week 1,Male,Gyeonggi Province,Gyeonggi,3,10,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Neither easy nor difficult,Very willing,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Always,Frequently, ,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,4,1.28751352192,59,4,0,Part time employment
743,2020-04-06 11:02:57,week 1,Female,Busan metropolitan city,Gyeongsang,4,4,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Frequently,Always,Always,Always,Frequently,Always,Rarely,Frequently,Always,Frequently,Frequently,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Frequently,3,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,4,.955013100049,47,4,2,Full time employment
744,2020-04-06 11:06:34,week 1,Male,South Jeolla Province,Jeolla,3,15,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat easy,Very willing,Always,Always,Frequently,Always,Always,Sometimes,Sometimes,Always,Not at all, ,Always,Sometimes,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Sometimes,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,1.07507235677,63,2,0,Full time employment
745,2020-04-06 11:18:38,week 1,Male,Gyeonggi Province,Gyeonggi,0,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Sometimes,Always,Always,Frequently,Always,Frequently, , ,Always,Frequently,Always,Always,Frequently,Frequently,Sometimes,Frequently,Always,Frequently,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,4,1.28751352192,59,4,0,Retired
746,2020-04-06 11:25:34,week 1,Female,Gyeonggi Province,Gyeonggi,3,5,0,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Frequently,Always,Frequently,Frequently,Always,Frequently, ,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Frequently,Frequently,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,4,1.71304316655,57,4,1,Unemployed
747,2020-04-06 11:42:12,week 1,Female,South Gyeongsang Province,Gyeongsang,0,3,0,"No, I have not","No, they have not", , , , , , , , , , , ,Yes,Somewhat difficult,Very willing,Always,Frequently,Frequently,Always,Always,Always,Rarely,Sometimes, , ,Always,Always,Not at all,Always,Always,Sometimes,Always,Always,Sometimes,Frequently,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,1,1.43728140487,56,1,0,Other
748,2020-04-06 11:43:13,week 1,Male,Gyeonggi Province,Gyeonggi,0,4,2,"No, I have not",Not sure,No,No,No,No,No,Yes,No, , , , ,No,Somewhat easy,Very willing,Always,Always,Frequently,Always,Frequently,Frequently,Frequently,Sometimes,Rarely, ,Frequently,Sometimes,Frequently,Always,Frequently,Sometimes,Not at all,Not at all,Sometimes,Sometimes,1,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,4,1.28751352192,57,4,0,Full time employment
749,2020-04-06 11:53:04,week 1,Female,Gyeonggi Province,Gyeonggi,2,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat easy,Very willing,Always,Always,Frequently,Always,Always,Frequently,Frequently,Rarely, , ,Always,Always,Always,Always,Frequently,Sometimes,Rarely,Not at all,Sometimes,Frequently,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,2,1.71304316655,64,2,0,Other
750,2020-04-06 12:09:23,week 1,Male,Gyeonggi Province,Gyeonggi,4,10,2,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Very difficult,Very willing,Always,Always,Sometimes,Sometimes,Always,Frequently,Frequently,Frequently,Frequently, ,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Rarely,2,No,No,No,No,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,4,1.28751352192,62,4,0,Full time employment
751,2020-04-06 12:11:22,week 1,Female,Gyeonggi Province,Gyeonggi,16,10,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Not sure,Somewhat difficult,Neither willing nor unwilling,Always,Always,Always,Always,Always,Frequently,Frequently,Frequently, ,Frequently,Always,Not at all,Not at all,Not at all,Frequently,Frequently,Always,Frequently,Frequently,Frequently,7, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,3,1.71304316655,59,3,3,Retired
752,2020-04-06 12:12:06,week 1,Female,Gyeonggi Province,Gyeonggi,2,50,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Frequently,Frequently,Sometimes,Frequently, ,Always,Always,Always,Always,Always,Always,Frequently,Sometimes,Frequently,Always,10,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,3,1.71304316655,64,3,0,Full time employment
753,2020-04-06 12:15:15,week 1,Male,Gyeonggi Province,Gyeonggi,1,5,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat difficult,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Not at all,Not at all, ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Always,Always,3,No,No,No,No,No,No,No,No,No,No,Yes,No,No,아파트 관리소 근무,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,4,1.28751352192,61,4,0,Full time employment
754,2020-04-06 12:18:55,week 1,Male,Gyeonggi Province,Gyeonggi,4,10,2,"No, I have not","No, they have not",No,No,Yes,No,No,No,No,No,Not at all,No,No,Yes,Neither easy nor difficult,Very willing,Always,Always,Frequently,Always,Not at all,Rarely,Not at all,Always,Not at all,Not at all,Always,Not at all,Not at all,Not at all,Frequently,Frequently,Not at all,Not at all,Not at all,Frequently,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,4,1.28751352192,56,4,4,Full time employment
755,2020-04-06 12:19:08,week 1,Male,Gyeonggi Province,Gyeonggi,3,7,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat difficult,Very willing,Always,Always,Always,Always,Always,Frequently,Frequently,Frequently, ,Always,Frequently,Frequently,Always,Always,Always,Frequently,Not at all,Rarely,Frequently,Frequently,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,4,1.28751352192,77,4,1,Retired
756,2020-04-06 12:35:44,week 1,Female,Gyeonggi Province,Gyeonggi,4,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Not at all,Always,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Sometimes,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,5,1.71304316655,55,5,0,Not working
757,2020-04-06 12:37:07,week 1,Female,Gyeonggi Province,Gyeonggi,2,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,No,Somewhat difficult,Neither willing nor unwilling,Always,Always,Sometimes,Sometimes,Always,Always,Frequently,Always, , ,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,3,1.71304316655,65,3,0,Not working
758,2020-04-06 12:37:47,week 1,Female,Gyeonggi Province,Gyeonggi,3,30,15,"No, I have not","No, they have not",Yes,No,No,No,Yes,No,No,Not sure,Sometimes,No,No,No,Neither easy nor difficult,Very willing,Frequently,Frequently,Frequently,Sometimes,Frequently,Frequently,Sometimes,Frequently,Sometimes,Rarely,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Rarely,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,4,1.71304316655,76,4,4,Full time employment
759,2020-04-06 13:04:42,week 1,Male,Seoul special city,Gyeonggi,3,3,1,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,No,Not at all,No,No,No,Somewhat easy,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Rarely,Always,Not at all,Not at all,Sometimes,Rarely,Always,Always,Frequently,Frequently,Frequently,Always,Sometimes,10,No,No,No,No,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,4,1.28751352192,59,4,1,Full time employment
760,2020-04-06 13:13:42,week 1,Female,Gyeonggi Province,Gyeonggi,2,2,2,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Frequently,Frequently,Always,Always, , ,Always,Always,Not at all,Always,Always,Frequently,Not at all,Sometimes,Frequently,Frequently,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,4,1.71304316655,55,4,0,Unemployed
761,2020-04-06 13:26:50,week 1,Male,Gyeonggi Province,Gyeonggi,100,20,3,"Yes, and I have not received my results from the test yet","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat easy,Very willing,Always,Frequently,Frequently,Always,Always,Always,Always,Sometimes,Sometimes, ,Always,Always,Always,Always,Always,Sometimes,Rarely,Rarely,Always,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,3,1.28751352192,62,3,0,Full time employment
762,2020-04-06 13:28:13,week 1,Male,Gyeonggi Province,Gyeonggi,2,0,3,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,No,Always,Yes,No,No,Neither easy nor difficult,Very willing,Always,Always,Not at all,Always,Always,Always,Not at all,Frequently, , ,Always,Always,Not at all,Not at all,Always,Frequently,Not at all,Not at all,Always,Always,20, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,2,1.28751352192,79,2,0,Other
763,2020-04-06 13:47:49,week 1,Female,Gyeonggi Province,Gyeonggi,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,No,Somewhat easy,Very willing,Always,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently, , ,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,2,1.71304316655,64,2,0,Retired
764,2020-04-06 13:52:40,week 1,Male,Gyeonggi Province,Gyeonggi,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,No,Very difficult,Very willing,Always,Always,Always,Always,Always,Always,Not at all,Sometimes, , ,Always,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Always,Not at all,Not at all,3, , , , , , , , , , , , , ,__NA__,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,4,1.28751352192,61,4,0,Unemployed
765,2020-04-06 13:55:18,week 1,Male,Gyeonggi Province,Gyeonggi,2,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Frequently,Always,Always,Always,Frequently,Always,Frequently,Frequently,Always, ,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,3,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,3,1.28751352192,64,3,0,Part time employment
766,2020-04-06 14:20:30,week 1,Male,Gyeonggi Province,Gyeonggi,1,3,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat difficult,Somewhat willing,Always,Always,Always,Rarely,Frequently,Frequently,Always,Rarely, , ,Sometimes,Rarely,Frequently,Frequently,Sometimes,Frequently,Not at all,Not at all,Rarely,Rarely,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,3,1.28751352192,70,3,0,Other
767,2020-04-06 15:17:47,week 1,Male,Gyeonggi Province,Gyeonggi,3,4,0,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat difficult,Very willing,Always,Always,Always,Always,Always,Frequently,Frequently,Frequently,Frequently,Always,Always,Frequently,Always,Always,Always,Frequently,Always,Not at all,Always,Sometimes,4,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,4,1.28751352192,64,4,4,Full time employment
768,2020-04-06 15:50:58,week 1,Female,Gyeonggi Province,Gyeonggi,3,50,3,"No, I have not","No, they have not",No,Yes,No,No,No,No,No,No,Frequently,No,No,Yes,Neither easy nor difficult,Very willing,Always,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently, , ,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Sometimes,Rarely,Frequently,Sometimes,5, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,4,1.71304316655,58,4,0,Not working
